emp_code,first_name,middle_name,last_name,address,role,manager,login,user_role,password,email,biz_zone,,,,,
Blank(Fakirapul[Terr](B)),Blank(Fakirapul[Terr](B)),,,,Blank,Blank(Khilgaon[Reg](B)),Khilgaon_[Terr]_(B),Territory,12345,Khilgaon_[Terr]_(B)@test.com,Khilgaon_[Terr]_(B),,,,,
Md. Abdur Rahman,Md. Abdur Rahman,,,,TSO-B,Blank(Khilgaon[Reg](B)),Basabo [Terr] (B),Territory,12345,Basabo [Terr] (B)@test.com,Basabo [Terr] (B),,,,,
Md. Monirul Islam(Badda[Terr](B)),Md. Monirul Islam(Badda[Terr](B)),,,,TM-B,Dwijendra Nath Biswas,Badda[Terr](B),Territory,12345,Badda[Terr](B)@test.com,Badda[Terr](B),,,,,
Md. Belal Hossain,Md. Belal Hossain,,,,TSO-B,Dwijendra Nath Biswas,Malibagh[Terr](B),Territory,12345,Malibagh[Terr](B)@test.com,Malibagh[Terr](B),,,,,
Md. Kashem,Md. Kashem,,,,TM-B,Mr. Md. Afsar Ali,Khilkhet[Terr](B),Territory,12345,Khilkhet[Terr](B)@test.com,Khilkhet[Terr](B),,,,,
Blank(Khilkhet[Terr](B)),Blank(Khilkhet[Terr](B)),,,,Blank,Mr. Md. Afsar Ali,Dakkhin Khan[Terr](B),Territory,12345,Dakkhin Khan[Terr](B)@test.com,Dakkhin Khan[Terr](B),,,,,
Blank(Krishi Market[Terr](B)),Blank(Krishi Market[Terr](B)),,,,Blank,Md. Saiful Islam Sikder(Mohammadpur[Reg](B)),Krishi Market [Terr] (B),Territory,12345,Krishi Market [Terr] (B)@test.com,Krishi Market [Terr] (B),,,,,
Md. Abul Kalam Azad(Krishi Market[Terr](B)),Md. Abul Kalam Azad(Krishi Market[Terr](B)),,,,TM-B,Md. Manwarul Haque,Savar [Terr] (B),Territory,12345,Savar [Terr] (B)@test.com,Savar [Terr] (B),,,,,
Md. Ismail Hossain,Md. Ismail Hossain,,,,TSO-B,Md. Niamat Ali,Pahartoli[Terr](B),Territory,12345,Pahartoli[Terr](B)@test.com,Pahartoli[Terr](B),,,,,
Md. Jane Alam,Md. Jane Alam,,,,TM-B,Md. Niamat Ali,Shitakundo[Terr](B),Territory,12345,Shitakundo[Terr](B)@test.com,Shitakundo[Terr](B),,,,,
Nazor Ali,Nazor Ali,,,,TM-B,A.B.M. Zahid,Narayangonj[Terr](B),Territory,12345,Narayangonj[Terr](B)@test.com,Narayangonj[Terr](B),,,,,
Blank(Narayangonj[Terr](B)),Blank(Narayangonj[Terr](B)),,,,Blank,A.B.M. Zahid,Bondor[Terr](B),Territory,12345,Bondor[Terr](B)@test.com,Bondor[Terr](B),,,,,
Blank(Bondor[Terr](B)),Blank(Bondor[Terr](B)),,,,Blank,A.B.M. Zahid,Fatulla[Terr](B),Territory,12345,Fatulla[Terr](B)@test.com,Fatulla[Terr](B),,,,,
Md. Hasuzzman,Md. Hasuzzman,,,,TM-B,A.B.M. Zahid,Adamjee[Terr](B),Territory,12345,Adamjee[Terr](B)@test.com,Adamjee[Terr](B),,,,,
Blank(Adamjee[Terr](B)),Blank(Adamjee[Terr](B)),,,,Blank,A.B.M. Zahid,Demra[Terr](B),Territory,12345,Demra[Terr](B)@test.com,Demra[Terr](B),,,,,
Kamal Pasa,Kamal Pasa,,,,ZSO-B,A.B.M. Zahid,Sonargaon[Terr](B),Territory,12345,Sonargaon[Terr](B)@test.com,Sonargaon[Terr](B),,,,,
 Zahiruddin Ahmmed , Zahiruddin Ahmmed ,,,,TM-B,Md. Nazrul Islam,Narshingdi[Terr](B),Territory,12345,Narshingdi[Terr](B)@test.com,Narshingdi[Terr](B),,,,,
Al Mamun,Al Mamun,,,,TSO-B,Md. Nazrul Islam,Bhairab[Terr](B),Territory,12345,Bhairab[Terr](B)@test.com,Bhairab[Terr](B),,,,,
Md. Khorshed,Md. Khorshed,,,,TM-B,Md. Nazrul Islam,Kishoreganj[Terr](B),Territory,12345,Kishoreganj[Terr](B)@test.com,Kishoreganj[Terr](B),,,,,
Md. Mohammaudullah,Md. Mohammaudullah,,,,TM-B,Md. Nazrul Islam,Rupgonj[Terr](B),Territory,12345,Rupgonj[Terr](B)@test.com,Rupgonj[Terr](B),,,,,
Blank(Rupgonj[Terr](B)),Blank(Rupgonj[Terr](B)),,,,Blank,Blank(Khilgaon[Reg](B)),Mowlovi Bazar[Terr](B),Territory,12345,Mowlovi Bazar[Terr](B)@test.com,Mowlovi Bazar[Terr](B),,,,,
Md. Anwar Hossain(Kaptan bazar[Terr](B)),Md. Anwar Hossain(Kaptan bazar[Terr](B)),,,,ZSO-B,Blank(Khilgaon[Reg](B)),Kaptan bazar[Terr](B),Territory,12345,Kaptan bazar[Terr](B)@test.com,Kaptan bazar[Terr](B),,,,,
MSR Ekram,MSR Ekram,,,,TSO-B,Md Habibullah ,Jatrabari[Terr](B),Territory,12345,Jatrabari[Terr](B)@test.com,Jatrabari[Terr](B),,,,,
Md. Mahbub,Md. Mahbub,,,,TSO-B,Md Habibullah ,Jurain[Terr](B),Territory,12345,Jurain[Terr](B)@test.com,Jurain[Terr](B),,,,,
Blank(Jurain[Terr](B)),Blank(Jurain[Terr](B)),,,,Blank,Md Habibullah ,Gendaria[Terr](B),Territory,12345,Gendaria[Terr](B)@test.com,Gendaria[Terr](B),,,,,
Md. Mesbaul Haque,Md. Mesbaul Haque,,,,ZSO-B,Md Habibullah ,Sreenagar[Terr](B),Territory,12345,Sreenagar[Terr](B)@test.com,Sreenagar[Terr](B),,,,,
Blank(Sreenagar[Terr](B)),Blank(Sreenagar[Terr](B)),,,,Blank,Md Habibullah ,Nababgonj[Terr](B),Territory,12345,Nababgonj[Terr](B)@test.com,Nababgonj[Terr](B),,,,,
Md. Juwel Ahmed,Md. Juwel Ahmed,,,,ZSO-B,Md Habibullah ,Zinzira[Terr](B),Territory,12345,Zinzira[Terr](B)@test.com,Zinzira[Terr](B),,,,,
Blank(Zinzira[Terr](B)),Blank(Zinzira[Terr](B)),,,,Blank,Dwijendra Nath Biswas,Mohakhali[Terr](B),Territory,12345,Mohakhali[Terr](B)@test.com,Mohakhali[Terr](B),,,,,
Blank(Mohakhali[Terr](B)),Blank(Mohakhali[Terr](B)),,,,Blank,Dwijendra Nath Biswas,Gulshan[Terr](B),Territory,12345,Gulshan[Terr](B)@test.com,Gulshan[Terr](B),,,,,
Md. Saiful Islam,Md. Saiful Islam,,,,TM-B,Dwijendra Nath Biswas,Kawran bazar[Terr](B),Territory,12345,Kawran bazar[Terr](B)@test.com,Kawran bazar[Terr](B),,,,,
Md. Khorshed Alom,Md. Khorshed Alom,,,,TM-B,Mr. Md. Afsar Ali,Uttara[Terr](B),Territory,12345,Uttara[Terr](B)@test.com,Uttara[Terr](B),,,,,
Md. Masudur Rahman(Tongi[Terr](B)),Md. Masudur Rahman(Tongi[Terr](B)),,,,ASO-B,Mr. Md. Afsar Ali,Tongi[Terr](B),Territory,12345,Tongi[Terr](B)@test.com,Tongi[Terr](B),,,,,
Blank(Tongi[Terr](B)),Blank(Tongi[Terr](B)),,,,Blank,Mr. Md. Afsar Ali,Mirer Bazar[Terr](B),Territory,12345,Mirer Bazar[Terr](B)@test.com,Mirer Bazar[Terr](B),,,,,
Mosle Uddin,Mosle Uddin,,,,ZSO-B,Md. Rafiqul Islam,Mirpur-1[Terr](B),Territory,12345,Mirpur-1[Terr](B)@test.com,Mirpur-1[Terr](B),,,,,
Anisur Rahman(Mirpur-1[Terr](B)),Anisur Rahman,,,,ZSO-B,Md. Rafiqul Islam,Mirpur-2[Terr](B),Territory,12345,Mirpur-2[Terr](B)@test.com,Mirpur-2[Terr](B),,,,,
Blank(Mirpur-2[Terr](B)),Blank(Mirpur-2[Terr](B)),,,,Blank,Md. Rafiqul Islam,Pallobi[Terr](B),Territory,12345,Pallobi[Terr](B)@test.com,Pallobi[Terr](B),,,,,
Alamgir Mahmud,Alamgir Mahmud,,,,TSO-B,Md. Rafiqul Islam,Kachukhet[Terr](B),Territory,12345,Kachukhet[Terr](B)@test.com,Kachukhet[Terr](B),,,,,
Blank(Kachukhet[Terr](B)),Blank(Kachukhet[Terr](B)),,,,Blank,Md. Rafiqul Islam,Dhamalkot[Terr](B),Territory,12345,Dhamalkot[Terr](B)@test.com,Dhamalkot[Terr](B),,,,,
Mia Nakib Uddin,Mia Nakib Uddin,,,,TSO-B,Md. Saiful Islam Sikder(Mohammadpur[Reg](B)),Mohammadpur[Terr](B),Territory,12345,Mohammadpur[Terr](B)@test.com,Mohammadpur[Terr](B),,,,,
Abdus Sattar,Abdus Sattar,,,,TSO-B,Md. Saiful Islam Sikder(Mohammadpur[Reg](B)),Dhanmondi[Terr](B),Territory,12345,Dhanmondi[Terr](B)@test.com,Dhanmondi[Terr](B),,,,,
Md. Zahangir Alam,Md. Zahangir Alam,,,,TM-B,Md. Saiful Islam Sikder(Mohammadpur[Reg](B)),New market[Terr](B),Territory,12345,New market[Terr](B)@test.com,New market[Terr](B),,,,,
Blank(Kamrangirchor[Terr](B)),Blank(Kamrangirchor[Terr](B)),,,,Blank,Md. Saiful Islam Sikder(Lalbag[Reg](B)),Lalbag[Terr](B),Territory,12345,Lalbag[Terr](B)@test.com,Lalbag[Terr](B),,,,,
Blank(Lalbag[Terr](B)),Blank(Lalbag[Terr](B)),,,,Blank,Md. Saiful Islam Sikder(Lalbag[Reg](B)),Kamrangirchor[Terr](B),Territory,12345,Kamrangirchor[Terr](B)@test.com,Kamrangirchor[Terr](B),,,,,
Md. Abul Bashar,Md. Abul Bashar,,,,TM-B,Mr. Md Aminul Islam,Gazipura[Terr](B),Territory,12345,Gazipura[Terr](B)@test.com,Gazipura[Terr](B),,,,,
Md. Hasibul Hasan,Md. Hasibul Hasan,,,,ZSO-B,Mr. Md Aminul Islam,Konabari[Terr](B),Territory,12345,Konabari[Terr](B)@test.com,Konabari[Terr](B),,,,,
Blank(Konabari[Terr](B)),Blank(Konabari[Terr](B)),,,,Blank,Mr. Md Aminul Islam,Joydebpur[Terr](B),Territory,12345,Joydebpur[Terr](B)@test.com,Joydebpur[Terr](B),,,,,
Blank(Joydebpur[Terr](B)),Blank(Joydebpur[Terr](B)),,,,Blank,Mr. Md Aminul Islam,Rajendropur[Terr](B),Territory,12345,Rajendropur[Terr](B)@test.com,Rajendropur[Terr](B),,,,,
Md. Abdul Kader,Md. Abdul Kader,,,,TSO-B,Mr. Md Aminul Islam,Bormi[Terr](B),Territory,12345,Bormi[Terr](B)@test.com,Bormi[Terr](B),,,,,
Blank(Bormi[Terr](B)),Blank(Bormi[Terr](B)),,,,Blank,Md. Manwarul Haque,EPZ[Terr](B),Territory,12345,EPZ[Terr](B)@test.com,EPZ[Terr](B),,,,,
Md. Anwar hossain(Manikgonj[Terr](B)),Md. Anwar hossain(Manikgonj[Terr](B)),,,,ZSO-B,Md. Manwarul Haque,Manikgonj[Terr](B),Territory,12345,Manikgonj[Terr](B)@test.com,Manikgonj[Terr](B),,,,,
Golak Chandra Saha,Golak Chandra Saha,,,,ZSO-B,Md. Manwarul Haque,Ashulia[Terr](B),Territory,12345,Ashulia[Terr](B)@test.com,Ashulia[Terr](B),,,,,
Anwarul Islam,Anwarul Islam,,,,TM-B,Mr. Rafiqul Islam ,Mymensingh[Terr](B),Territory,12345,Mymensingh[Terr](B)@test.com,Mymensingh[Terr](B),,,,,
Md. Kamruzzaman,Md. Kamruzzaman,,,,ZSO-B,Mr. Rafiqul Islam ,Valuka[Terr](B),Territory,12345,Valuka[Terr](B)@test.com,Valuka[Terr](B),,,,,
Sahadat Hossin,Sahadat Hossin,,,,ZSO-B,Mr. Rafiqul Islam ,Netrokona[Terr](B),Territory,12345,Netrokona[Terr](B)@test.com,Netrokona[Terr](B),,,,,
Monir Hossain(Fulpur[Terr](B)),Monir Hossain(Fulpur[Terr](B)),,,,TSO-B,Mr. Rafiqul Islam ,Fulpur[Terr](B),Territory,12345,Fulpur[Terr](B)@test.com,Fulpur[Terr](B),,,,,
Nuruddin Salim,Nuruddin Salim,,,,ZSO-B,Mr. Rafiqul Islam ,Sherpur[Terr](B),Territory,12345,Sherpur[Terr](B)@test.com,Sherpur[Terr](B),,,,,
Md. Babul Hossain,Md. Babul Hossain,,,,ZSO-B,Md. Sabbir Ahmed,Tangail[Terr](B),Territory,12345,Tangail[Terr](B)@test.com,Tangail[Terr](B),,,,,
Ranjan Chandra Barmon,Ranjan Chandra Barmon,,,,ZSO-B,Md. Sabbir Ahmed,Modupur[Terr](B),Territory,12345,Modupur[Terr](B)@test.com,Modupur[Terr](B),,,,,
Zahidul Islam,Zahidul Islam,,,,TM-B,Md. Sabbir Ahmed,Jamalpur[Terr](B),Territory,12345,Jamalpur[Terr](B)@test.com,Jamalpur[Terr](B),,,,,
Md. Jahangir Alam,Md. Jahangir Alam,,,,TM-B,Mr. Humaun Kabir,Rangunia[Terr](B),Territory,12345,Rangunia[Terr](B)@test.com,Rangunia[Terr](B),,,,,
Swapan Barun Nandi,Swapan Barun Nandi,,,,TM-B,Mr. Humaun Kabir,Bahaddarhat[Terr](B),Territory,12345,Bahaddarhat[Terr](B)@test.com,Bahaddarhat[Terr](B),,,,,
Mr. Monir Hossain,Mr. Monir Hossain,,,,TM-B,Mr. Humaun Kabir,Riazuddin Bazar[Terr](B),Territory,12345,Riazuddin Bazar[Terr](B)@test.com,Riazuddin Bazar[Terr](B),,,,,
Md. Faruque Ahmed,Md. Faruque Ahmed,,,,TSO-B,A.K.M Anisur Rahman(Potiya[Reg](B)),Potiya[Terr](B),Territory,12345,Potiya[Terr](B)@test.com,Potiya[Terr](B),,,,,
Mr. Abul Bashar,Mr. Abul Bashar,,,,ZSO-B,A.K.M Anisur Rahman(Potiya[Reg](B)),Amirabad[Terr](B),Territory,12345,Amirabad[Terr](B)@test.com,Amirabad[Terr](B),,,,,
Pulok Roy Chowdhury,Pulok Roy Chowdhury,,,,TSO-B,A.K.M Anisur Rahman(Potiya[Reg](B)),Anowara[Terr](B),Territory,12345,Anowara[Terr](B)@test.com,Anowara[Terr](B),,,,,
A K M Nasrul Khandaker,A K M Nasrul Khandaker,,,,TSO-B,A.K.M Anisur Rahman(Cox-Bazar[Reg](B)),Cox's Bazar[Terr](B),Territory,12345,Cox's Bazar[Terr](B)@test.com,Cox's Bazar[Terr](B),,,,,
Abu Taher chowdhury,Abu Taher chowdhury,,,,TSO-B,A.K.M Anisur Rahman(Cox-Bazar[Reg](B)),Teknaf[Terr](B),Territory,12345,Teknaf[Terr](B)@test.com,Teknaf[Terr](B),,,,,
Mashiour Rahman,Mashiour Rahman,,,,TSO-B,A.K.M Anisur Rahman(Cox-Bazar[Reg](B)),Chokoria[Terr](B),Territory,12345,Chokoria[Terr](B)@test.com,Chokoria[Terr](B),,,,,
Harunur Rashid,Harunur Rashid,,,,TM-B,Md. Niamat Ali,Agrabad[Terr](B),Territory,12345,Agrabad[Terr](B)@test.com,Agrabad[Terr](B),,,,,
Mr. Pintu Vottacharja,Mr. Pintu Vottacharja,,,,TM-B,Md. Niamat Ali,Potenga[Terr](B),Territory,12345,Potenga[Terr](B)@test.com,Potenga[Terr](B),,,,,
Mr. Ashraf Uddin,Mr. Ashraf Uddin,,,,TSO-B,Mr. Rabiul Hossain,Hathazari[Terr](B),Territory,12345,Hathazari[Terr](B)@test.com,Hathazari[Terr](B),,,,,
Mintu Dey,Mintu Dey,,,,TSO-B,Mr. Rabiul Hossain,Fatikchori[Terr](B),Territory,12345,Fatikchori[Terr](B)@test.com,Fatikchori[Terr](B),,,,,
"Mr. Iavlu islam
 khan","Mr. Iavlu islam
 khan",,,,TSO-B,Mr. Rabiul Hossain,Khagrachori[Terr](B),Territory,12345,Khagrachori[Terr](B)@test.com,Khagrachori[Terr](B),,,,,
Blank(Khagrachori[Terr](B)),Blank(Khagrachori[Terr](B)),,,,Blank,Blank(Direct Party[Reg](B)),Direct Party[Terr](B),Territory,12345,Direct Party[Terr](B)@test.com,Direct Party[Terr](B),,,,,
Blank(Direct Party[Terr](B)),Blank(Direct Party[Terr](B)),,,,Blank,Subi Nayak Aich Rony,Chowmohoni[Terr](B),Territory,12345,Chowmohoni[Terr](B)@test.com,Chowmohoni[Terr](B),,,,,
Md. Abul Hahem,Md. Abul Hahem,,,,TSO-B,Subi Nayak Aich Rony,Senbag[Terr](B),Territory,12345,Senbag[Terr](B)@test.com,Senbag[Terr](B),,,,,
Md. Sumon talukder,Md. Sumon talukder,,,,TSO-B,Subi Nayak Aich Rony,Maijdee[Terr](B),Territory,12345,Maijdee[Terr](B)@test.com,Maijdee[Terr](B),,,,,
Md. Taorikul Islam,Md. Taorikul Islam,,,,TM-B,Subi Nayak Aich Rony,Laxmipur[Terr](B),Territory,12345,Laxmipur[Terr](B)@test.com,Laxmipur[Terr](B),,,,,
Blank(Laxmipur[Terr](B)),Blank(Laxmipur[Terr](B)),,,,Blank,Subi Nayak Aich Rony,Raypur[Terr](B),Territory,12345,Raypur[Terr](B)@test.com,Raypur[Terr](B),,,,,
Md. Jamal Uddin(Sonaimuri[Terr](B)),Md. Jamal Uddin(Sonaimuri[Terr](B)),,,,TSO-B,Subi Nayak Aich Rony,Sonaimuri[Terr](B),Territory,12345,Sonaimuri[Terr](B)@test.com,Sonaimuri[Terr](B),,,,,
Md. Monir Hossain,Md. Monir Hossain,,,,TM-B,Shah Shakir Ahmed,Feni[Terr](B),Territory,12345,Feni[Terr](B)@test.com,Feni[Terr](B),,,,,
Blank(Feni[Terr](B)),Blank(Feni[Terr](B)),,,,Blank,Shah Shakir Ahmed,Baroiarhat[Terr](B),Territory,12345,Baroiarhat[Terr](B)@test.com,Baroiarhat[Terr](B),,,,,
Md. Harun-Ur-Rashid,Md. Harun-Ur-Rashid,,,,TSO-B,Shah Shakir Ahmed,Dagon Bhuiyan[Terr](B),Territory,12345,Dagon Bhuiyan[Terr](B)@test.com,Dagon Bhuiyan[Terr](B),,,,,
SM Jahid Mamun,SM Jahid Mamun,,,,TM-B,Md. Mizanur Rahman,Comilla[Terr](B),Territory,12345,Comilla[Terr](B)@test.com,Comilla[Terr](B),,,,,
Mr. Narayan Mazumder,Mr. Narayan Mazumder,,,,TM-B,Md. Mizanur Rahman,Choddogram[Terr](B),Territory,12345,Choddogram[Terr](B)@test.com,Choddogram[Terr](B),,,,,
Md. Jwel Ahmed,Md. Jwel Ahmed,,,,TM-B,Md. Omar Faruk,Laksham[Terr](B),Territory,12345,Laksham[Terr](B)@test.com,Laksham[Terr](B),,,,,
Md. Mofizur Rahman,Md. Mofizur Rahman,,,,TM-B,Md. Mizanur Rahman,Chandina [Terr](B),Territory,12345,Chandina [Terr](B)@test.com,Chandina [Terr](B),,,,,
MD. Abul Kalam Azad(Chandina [Terr](B)),MD. Abul Kalam Azad(Chandina [Terr](B)),,,,TM-B,Md. Omar Faruk,Chandpur[Terr](B),Territory,12345,Chandpur[Terr](B)@test.com,Chandpur[Terr](B),,,,,
Blank(Chandpur[Terr](B)),Blank(Chandpur[Terr](B)),,,,Blank,Md. Omar Faruk,Faridgonj[Terr](B),Territory,12345,Faridgonj[Terr](B)@test.com,Faridgonj[Terr](B),,,,,
Md. Ashad,Md. Ashad,,,,TM-B,Md. Omar Faruk,Hazigonj[Terr](B),Territory,12345,Hazigonj[Terr](B)@test.com,Hazigonj[Terr](B),,,,,
Md.Razu Ahemed,Md.Razu Ahemed,,,,TM-B,Mr. Md. Abu Jafor ,B. Baria[Terr](B),Territory,12345,B. Baria[Terr](B)@test.com,B. Baria[Terr](B),,,,,
Sajol kumar roy,Sajol kumar roy,,,,TM-B,Mr. Md. Abu Jafor ,Companygonj[Terr](B),Territory,12345,Companygonj[Terr](B)@test.com,Companygonj[Terr](B),,,,,
Blank(Companygonj[Terr](B)),Blank(Companygonj[Terr](B)),,,,Blank,Mr. Md. Abu Jafor ,Nobinagar[Terr](B),Territory,12345,Nobinagar[Terr](B)@test.com,Nobinagar[Terr](B),,,,,
Mustafizur Rahaman,Mustafizur Rahaman,,,,TM-B,Mr. Md. Abu Jafor ,Kosba[Terr](B),Territory,12345,Kosba[Terr](B)@test.com,Kosba[Terr](B),,,,,
Blank(Kosba[Terr](B)),Blank(Kosba[Terr](B)),,,,Blank,Mr. Md. Abu Jafor ,Sorail[Terr](B),Territory,12345,Sorail[Terr](B)@test.com,Sorail[Terr](B),,,,,
Md. Abdus Sattar,Md. Abdus Sattar,,,,TM-B,Mr. Md.Yakub ,Sylhet Metro-1[Terr](B),Territory,12345,Sylhet Metro-1[Terr](B)@test.com,Sylhet Metro-1[Terr](B),,,,,
Md. Ahsan Habib,Md. Ahsan Habib,,,,TM-B,Mr. Md.Yakub ,Sylhet Metro-2 [Terr](B),Territory,12345,Sylhet Metro-2 [Terr](B)@test.com,Sylhet Metro-2 [Terr](B),,,,,
Yamin Khan,Yamin Khan,,,,TSO-B,Mr. Md.Yakub ,Tuker Bazar[Terr](B),Territory,12345,Tuker Bazar[Terr](B)@test.com,Tuker Bazar[Terr](B),,,,,
Md. Ariful Islam,Md. Ariful Islam,,,,TM-B,Mr. Md.Yakub ,Jointapur[Terr](B),Territory,12345,Jointapur[Terr](B)@test.com,Jointapur[Terr](B),,,,,
Md. Arifur Rahman,Md. Arifur Rahman,,,,TSO-B,Mr. Md.Yakub ,Chattok[Terr](B),Territory,12345,Chattok[Terr](B)@test.com,Chattok[Terr](B),,,,,
Md. Akbor Ali,Md. Akbor Ali,,,,TSO-B,Mr. Md.Yakub ,Sunamganj [Terr](B),Territory,12345,Sunamganj [Terr](B)@test.com,Sunamganj [Terr](B),,,,,
Md. Kamal Hossain,Md. Kamal Hossain,,,,TM-B,Mozaharul Hoque (Bahar),South Surma[Terr](B),Territory,12345,South Surma[Terr](B)@test.com,South Surma[Terr](B),,,,,
Md. Abdul Hannan,Md. Abdul Hannan,,,,TM-B,Mozaharul Hoque (Bahar),Biswanath[Terr](B),Territory,12345,Biswanath[Terr](B)@test.com,Biswanath[Terr](B),,,,,
Md. Jamal Uddin(Biani Bazar[Terr](B)),Md. Jamal Uddin(Biani Bazar[Terr](B)),,,,TSO-B,Mozaharul Hoque (Bahar),Biani Bazar[Terr](B),Territory,12345,Biani Bazar[Terr](B)@test.com,Biani Bazar[Terr](B),,,,,
Mizanur Rahman,Mizanur Rahman,,,,TSO-B,Md. Nasir Uddin Mandal,Moulovibazar[Terr](B),Territory,12345,Moulovibazar[Terr](B)@test.com,Moulovibazar[Terr](B),,,,,
Abu Sayed,Abu Sayed,,,,ZSO-B,Md. Nasir Uddin Mandal,Baralekha[Terr](B),Territory,12345,Baralekha[Terr](B)@test.com,Baralekha[Terr](B),,,,,
Asaduzzaman(Baralekha[Terr](B)),Asaduzzaman(Baralekha[Terr](B)),,,,TM-B,Md. Nasir Uddin Mandal,Hobigonj[Terr](B),Territory,12345,Hobigonj[Terr](B)@test.com,Hobigonj[Terr](B),,,,,
Rezaul Karim,Rezaul Karim,,,,ZSO-B,Md. Nasir Uddin Mandal,Nobigonj[Terr](B),Territory,12345,Nobigonj[Terr](B)@test.com,Nobigonj[Terr](B),,,,,
Milon Ali Sheikh,Milon Ali Sheikh,,,,TSO-B,Md. Nasir Uddin Mandal,Shayestagonj[Terr](B),Territory,12345,Shayestagonj[Terr](B)@test.com,Shayestagonj[Terr](B),,,,,
Md. Khalilur Rahman,Md. Khalilur Rahman,,,,TM-B,Md. Iqbal Kabir,Rangpur[Terr](B),Territory,12345,Rangpur[Terr](B)@test.com,Rangpur[Terr](B),,,,,
Md. Nazmul Hossain,Md. Nazmul Hossain,,,,TM-B,Md. Iqbal Kabir,Kurigram[Terr](B),Territory,12345,Kurigram[Terr](B)@test.com,Kurigram[Terr](B),,,,,
Md. Masud Rana,Md. Masud Rana,,,,ZSO-B,Md. Iqbal Kabir,Lalmonirhat[Terr](B),Territory,12345,Lalmonirhat[Terr](B)@test.com,Lalmonirhat[Terr](B),,,,,
Md. Moslem Uddin,Md. Moslem Uddin,,,,ZSO-B,Md. Iqbal Kabir,Gaibanda[Terr](B),Territory,12345,Gaibanda[Terr](B)@test.com,Gaibanda[Terr](B),,,,,
Md. Bahadur Alom,Md. Bahadur Alom,,,,TM-B,A.K.M Asadulla Azad,Dinajpur[Terr](B),Territory,12345,Dinajpur[Terr](B)@test.com,Dinajpur[Terr](B),,,,,
Md. Masudur Rahman(Soyedpur[Terr](B)),Md. Masudur Rahman(Soyedpur[Terr](B)),,,,ZSO-B,A.K.M Asadulla Azad,Soyedpur[Terr](B),Territory,12345,Soyedpur[Terr](B)@test.com,Soyedpur[Terr](B),,,,,
Khan Md. Rustom Ali,Khan Md. Rustom Ali,,,,TSO-B,A.K.M Asadulla Azad,Thakurgaon[Terr](B),Territory,12345,Thakurgaon[Terr](B)@test.com,Thakurgaon[Terr](B),,,,,
Abu Hasan sana,Abu Hasan sana,,,,TM-B,S. M. Sohel,Bogra[Terr](B),Territory,12345,Bogra[Terr](B)@test.com,Bogra[Terr](B),,,,,
Md.Arifur Rahman,Md.Arifur Rahman,,,,TSO-B,S. M. Sohel,Noagaon[Terr](B),Territory,12345,Noagaon[Terr](B)@test.com,Noagaon[Terr](B),,,,,
Monzurul Ehsan,Monzurul Ehsan,,,,TM-B,S. M. Sohel,Sirajgonj[Terr](B),Territory,12345,Sirajgonj[Terr](B)@test.com,Sirajgonj[Terr](B),,,,,
Md. Rashed Hasan,Md. Rashed Hasan,,,,TM-B,Mr. Mukul Ali,Rajshahi[Terr](B),Territory,12345,Rajshahi[Terr](B)@test.com,Rajshahi[Terr](B),,,,,
Md. Tariqur Rahman,Md. Tariqur Rahman,,,,ZSO-B,Mr. Mukul Ali,Natore[Terr](B),Territory,12345,Natore[Terr](B)@test.com,Natore[Terr](B),,,,,
Md.Mainul Islam,Md.Mainul Islam,,,,TSO-B,Mr. Mukul Ali,Pabna[Terr](B),Territory,12345,Pabna[Terr](B)@test.com,Pabna[Terr](B),,,,,
Ashadur Rahaman,Ashadur Rahaman,,,,TSO-B,Mr. Noor Nawaz Khan,Khulna[Terr](B),Territory,12345,Khulna[Terr](B)@test.com,Khulna[Terr](B),,,,,
Ashadur Zaman,Ashadur Zaman,,,,TSO-B,Mr. Noor Nawaz Khan,Bagerhat[Terr](B),Territory,12345,Bagerhat[Terr](B)@test.com,Bagerhat[Terr](B),,,,,
Rafiqul Islam,Rafiqul Islam,,,,ZSO-B,Mr. Noor Nawaz Khan,Pirojpur[Terr](B),Territory,12345,Pirojpur[Terr](B)@test.com,Pirojpur[Terr](B),,,,,
Monirul Islam(Satkhira[Terr](B)),Monirul Islam(Satkhira[Terr](B)),,,,TSO-B,Mr. Noor Nawaz Khan,Satkhira[Terr](B),Territory,12345,Satkhira[Terr](B)@test.com,Satkhira[Terr](B),,,,,
Dedarul Alom,Dedarul Alom,,,,TM-B,Mr. Md. Shamimul Islam Methu,Jessore[Terr](B),Territory,12345,Jessore[Terr](B)@test.com,Jessore[Terr](B),,,,,
Sakawat Hassain,Sakawat Hassain,,,,ZSO-B,Mr. Md. Shamimul Islam Methu,Jhenaidah[Terr](B),Territory,12345,Jhenaidah[Terr](B)@test.com,Jhenaidah[Terr](B),,,,,
Shahin Alom,Shahin Alom,,,,TSO-B,Mr. Md. Shamimul Islam Methu,Norail[Terr](B),Territory,12345,Norail[Terr](B)@test.com,Norail[Terr](B),,,,,
Ibadul Hossain Khan,Ibadul Hossain Khan,,,,TSO-B,Mr. Md. Shamimul Islam Methu,Kustia[Terr](B),Territory,12345,Kustia[Terr](B)@test.com,Kustia[Terr](B),,,,,
Sajibur Rahman,Sajibur Rahman,,,,ZSO-B,Mr. Md. Shamimul Islam Methu,chuadanga[Terr](B),Territory,12345,chuadanga[Terr](B)@test.com,chuadanga[Terr](B),,,,,
